Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	U235 (at/m3)	U238 (at/m3)	Intergranular vented fraction (/)	Intergranular venting probability (/)	
22920	1775	3e+18	0	1.656496e-05	5.940864e+25	4.029243e+25	1.773659e+24	3.851877e+25	4.950697e+24	1.416552e+25	7.42608e+24	5.036553e+24	2.217073e+23	4.814846e+24	6.188372e+23	1.77069e+24	0.238442	2.925743e+23	1.130183e-09	0.001769177	1.128706e+11	2.724628e+08	6.376915e+10	1.550121e-06	4.429851e-12	2.630697e-18	0.5	0.5	0.05377527	1	8.400338	7.209709e+26	2.301694e+28	0	0.3681404	
22980	1775	3e+18	0	1.656496e-05	5.956416e+25	4.036643e+25	1.778937e+24	3.85875e+25	4.979319e+24	1.421841e+25	7.44552e+24	5.045804e+24	2.223671e+23	4.823437e+24	6.224148e+23	1.777301e+24	0.2387075	2.922866e+23	1.131228e-09	0.001772345	1.120553e+11	2.760319e+08	6.446522e+10	1.55575e-06	4.462083e-12	2.659462e-18	0.5	0.5	0.05397055	1	8.422329	7.209709e+26	2.301694e+28	0	0.3680655	
23040	1775	3e+18	0	1.656496e-05	5.971968e+25	4.044031e+25	1.784213e+24	3.86561e+25	5.008021e+24	1.427135e+25	7.46496e+24	5.055039e+24	2.230267e+23	4.832012e+24	6.260026e+23	1.783919e+24	0.2389723	2.92e+23	1.132271e-09	0.001775507	1.112503e+11	2.796319e+08	6.516497e+10	1.561369e-06	4.494371e-12	2.688379e-18	0.5	0.5	0.05416546	1	8.444319	7.209709e+26	2.301694e+28	0	0.3679911	
23100	1775	3e+18	0	1.656496e-05	5.98752e+25	4.051406e+25	1.789488e+24	3.872457e+25	5.036804e+24	1.432433e+25	7.4844e+24	5.064258e+24	2.23686e+23	4.840572e+24	6.296005e+23	1.790542e+24	0.2392365	2.917145e+23	1.133311e-09	0.001778664	1.104555e+11	2.832628e+08	6.586839e+10	1.566977e-06	4.526712e-12	2.717449e-18	0.5	0.5	0.05436	1	8.46631	7.209709e+26	2.301694e+28	0	0.3679173	
23160	1775	3e+18	0	1.656496e-05	6.003072e+25	4.058769e+25	1.794762e+24	3.879292e+25	5.065667e+24	1.437737e+25	7.50384e+24	5.073461e+24	2.243452e+23	4.849116e+24	6.332084e+23	1.797171e+24	0.2395002	2.914301e+23	1.134348e-09	0.001781814	1.096706e+11	2.869248e+08	6.657547e+10	1.572574e-06	4.559106e-12	2.746672e-18	0.5	0.5	0.05455416	1	8.4883	7.209709e+26	2.301694e+28	0	0.367844	
23220	1775	3e+18	0	1.656496e-05	6.018624e+25	4.066118e+25	1.800033e+24	3.886115e+25	5.094611e+24	1.443045e+25	7.52328e+24	5.082648e+24	2.250042e+23	4.857644e+24	6.368264e+23	1.803806e+24	0.2397632	2.911468e+23	1.135383e-09	0.001784959	1.088956e+11	2.90618e+08	6.728621e+10	1.57816e-06	4.591554e-12	2.776047e-18	0.5	0.5	0.05474795	1	8.51029	7.209709e+26	2.301694e+28	0	0.3677712	
23280	1775	3e+18	0	1.656496e-05	6.034176e+25	4.073456e+25	1.805303e+24	3.892925e+25	5.123634e+24	1.448357e+25	7.54272e+24	5.091819e+24	2.256629e+23	4.866157e+24	6.404542e+23	1.810446e+24	0.2400257	2.908646e+23	1.136416e-09	0.001788099	1.081302e+11	2.943424e+08	6.800061e+10	1.583735e-06	4.624055e-12	2.805574e-18	0.5	0.5	0.05494137	1	8.532281	7.209709e+26	2.301694e+28	0	0.3676989	
23340	1775	3e+18	0	1.656496e-05	6.049728e+25	4.08078e+25	1.810571e+24	3.899723e+25	5.152736e+24	1.453674e+25	7.56216e+24	5.100975e+24	2.263214e+23	4.874654e+24	6.44092e+23	1.817093e+24	0.2402875	2.905836e+23	1.137446e-09	0.001791232	1.073743e+11	2.980982e+08	6.871867e+10	1.5893e-06	4.656608e-12	2.835253e-18	0.5	0.5	0.05513443	1	8.554271	7.209709e+26	2.301694e+28	0	0.3676272	
23400	1775	3e+18	0	1.656496e-05	6.06528e+25	4.088092e+25	1.815838e+24	3.906508e+25	5.181918e+24	1.458996e+25	7.5816e+24	5.110115e+24	2.269797e+23	4.883135e+24	6.477397e+23	1.823745e+24	0.2405489	2.903036e+23	1.138473e-09	0.00179436	1.066277e+11	3.018855e+08	6.944037e+10	1.594855e-06	4.689214e-12	2.865084e-18	0.5	0.5	0.05532712	1	8.576262	7.209709e+26	2.301694e+28	0	0.3675559	
23460	1775	3e+18	0	1.656496e-05	6.080832e+25	4.095391e+25	1.821103e+24	3.913281e+25	5.211177e+24	1.464323e+25	7.60104e+24	5.119239e+24	2.276378e+23	4.891601e+24	6.513972e+23	1.830404e+24	0.2408096	2.900247e+23	1.139498e-09	0.001797482	1.058902e+11	3.057044e+08	7.016571e+10	1.600399e-06	4.721872e-12	2.895066e-18	0.5	0.5	0.05551944	1	8.598252	7.209709e+26	2.301694e+28	0	0.3674853	
23520	1775	3e+18	0	1.656496e-05	6.096384e+25	4.102678e+25	1.826366e+24	3.920042e+25	5.240515e+24	1.469654e+25	7.62048e+24	5.128348e+24	2.282957e+23	4.900052e+24	6.550644e+23	1.837068e+24	0.2410698	2.897469e+23	1.140521e-09	0.001800598	1.051617e+11	3.095551e+08	7.089469e+10	1.605932e-06	4.754581e-12	2.9252e-18	0.5	0.5	0.05571141	1	8.620242	7.209709e+26	2.301694e+28	0	0.3674151	
23580	1775	3e+18	0	1.656496e-05	6.111936e+25	4.109953e+25	1.831627e+24	3.92679e+25	5.269931e+24	1.47499e+25	7.63992e+24	5.137441e+24	2.289534e+23	4.908487e+24	6.587414e+23	1.843738e+24	0.2413295	2.894701e+23	1.141541e-09	0.001803709	1.044421e+11	3.134376e+08	7.162731e+10	1.611455e-06	4.787341e-12	2.955485e-18	0.5	0.5	0.05590301	1	8.642233	7.209709e+26	2.301694e+28	0	0.3673455	
23640	1775	3e+18	0	1.656496e-05	6.127488e+25	4.117214e+25	1.836886e+24	3.933526e+25	5.299424e+24	1.480331e+25	7.65936e+24	5.146518e+24	2.296108e+23	4.916907e+24	6.62428e+23	1.850414e+24	0.2415886	2.891944e+23	1.142558e-09	0.001806814	1.037312e+11	3.17352e+08	7.236356e+10	1.616968e-06	4.820153e-12	2.985922e-18	0.5	0.5	0.05609426	1	8.664223	7.209709e+26	2.301694e+28	0	0.3672763	
23700	1775	3e+18	0	1.656496e-05	6.14304e+25	4.124464e+25	1.842144e+24	3.940249e+25	5.328995e+24	1.485677e+25	7.6788e+24	5.15558e+24	2.30268e+23	4.925312e+24	6.661244e+23	1.857096e+24	0.2418472	2.889198e+23	1.143573e-09	0.001809914	1.030287e+11	3.212985e+08	7.310344e+10	1.622471e-06	4.853015e-12	3.016509e-18	0.5	0.5	0.05628515	1	8.686214	7.209709e+26	2.301694e+28	0	0.3672078	
23760	1775	3e+18	0	1.656496e-05	6.158592e+25	4.131701e+25	1.847399e+24	3.946961e+25	5.358642e+24	1.491027e+25	7.69824e+24	5.164626e+24	2.309249e+23	4.933701e+24	6.698303e+23	1.863784e+24	0.2421052	2.886462e+23	1.144586e-09	0.001813007	1.023347e+11	3.252771e+08	7.384694e+10	1.627963e-06	4.885927e-12	3.047247e-18	0.5	0.5	0.05647569	1	8.708204	7.209709e+26	2.301694e+28	0	0.3671397	
23820	1775	3e+18	0	1.656496e-05	6.174144e+25	4.138925e+25	1.852653e+24	3.95366e+25	5.388366e+24	1.496382e+25	7.71768e+24	5.173656e+24	2.315817e+23	4.942075e+24	6.735457e+23	1.870478e+24	0.2423627	2.883737e+23	1.145596e-09	0.001816095	1.016489e+11	3.29288e+08	7.459406e+10	1.633446e-06	4.91889e-12	3.078136e-18	0.5	0.5	0.05666587	1	8.730195	7.209709e+26	2.301694e+28	0	0.3670722	
23880	1775	3e+18	0	1.656496e-05	6.189696e+25	4.146137e+25	1.857905e+24	3.960347e+25	5.418166e+24	1.501742e+25	7.73712e+24	5.182671e+24	2.322381e+23	4.950433e+24	6.772707e+23	1.877178e+24	0.2426197	2.881023e+23	1.146604e-09	0.001819178	1.009713e+11	3.333313e+08	7.534479e+10	1.638918e-06	4.951902e-12	3.109176e-18	0.5	0.5	0.05685571	1	8.752185	7.209709e+26	2.301694e+28	0	0.3670052	
23940	1775	3e+18	0	1.656496e-05	6.205248e+25	4.153337e+25	1.863155e+24	3.967021e+25	5.448042e+24	1.507107e+25	7.75656e+24	5.191671e+24	2.328944e+23	4.958776e+24	6.810052e+23	1.883884e+24	0.2428762	2.878318e+23	1.147609e-09	0.001822254	1.003016e+11	3.374071e+08	7.609914e+10	1.64438e-06	4.984964e-12	3.140366e-18	0.5	0.5	0.05704519	1	8.774175	7.209709e+26	2.301694e+28	0	0.3669387	
24000	1775	3e+18	0	1.656496e-05	6.2208e+25	4.160524e+25	1.868403e+24	3.973684e+25	5.477993e+24	1.512477e+25	7.776e+24	5.200655e+24	2.335504e+23	4.967104e+24	6.847491e+23	1.890596e+24	0.2431322	2.875624e+23	1.148612e-09	0.001825326	9.96398e+10	3.415154e+08	7.68571e+10	1.649832e-06	5.018075e-12	3.171706e-18	0.5	0.5	0.05723433	1	8.796166	7.209709e+26	2.301694e+28	0	0.3668727	
24060	1775	3e+18	0	1.656496e-05	6.236352e+25	4.167699e+25	1.873649e+24	3.980334e+25	5.508019e+24	1.517851e+25	7.79544e+24	5.209623e+24	2.342062e+23	4.975417e+24	6.885024e+23	1.897314e+24	0.2433877	2.872941e+23	1.149612e-09	0.001828391	9.898569e+10	3.456565e+08	7.761865e+10	1.655274e-06	5.051235e-12	3.203196e-18	0.5	0.5	0.05742312	1	8.818156	7.209709e+26	2.301694e+28	0	0.3668073	
24120	1775	3e+18	0	1.656496e-05	6.251904e+25	4.174861e+25	1.878893e+24	3.986972e+25	5.538121e+24	1.523231e+25	7.81488e+24	5.218577e+24	2.348617e+23	4.983715e+24	6.922651e+23	1.904038e+24	0.2436427	2.870267e+23	1.15061e-09	0.001831451	9.833918e+10	3.498304e+08	7.838381e+10	1.660706e-06	5.084444e-12	3.234837e-18	0.5	0.5	0.05761157	1	8.840147	7.209709e+26	2.301694e+28	0	0.3667424	
24180	1775	3e+18	0	1.656496e-05	6.267456e+25	4.182011e+25	1.884135e+24	3.993598e+25	5.568297e+24	1.528615e+25	7.83432e+24	5.227514e+24	2.355169e+23	4.991997e+24	6.960371e+23	1.910769e+24	0.2438972	2.867604e+23	1.151606e-09	0.001834505	9.770013e+10	3.540372e+08	7.915256e+10	1.666129e-06	5.1177e-12	3.266626e-18	0.5	0.5	0.05779968	1	8.862137	7.209709e+26	2.301694e+28	0	0.3666781	
24240	1775	3e+18	0	1.656496e-05	6.283008e+25	4.189149e+25	1.889376e+24	4.000212e+25	5.598547e+24	1.534004e+25	7.85376e+24	5.236437e+24	2.361719e+23	5.000265e+24	6.998183e+23	1.917505e+24	0.2441512	2.864951e+23	1.152599e-09	0.001837554	9.706843e+10	3.58277e+08	7.99249e+10	1.671541e-06	5.151005e-12	3.298566e-18	0.5	0.5	0.05798745	1	8.884127	7.209709e+26	2.301694e+28	0	0.3666143	
24300	1775	3e+18	0	1.656496e-05	6.29856e+25	4.196275e+25	1.894614e+24	4.006814e+25	5.628871e+24	1.539398e+25	7.8732e+24	5.245344e+24	2.368267e+23	5.008517e+24	7.036088e+23	1.924247e+24	0.2444047	2.862307e+23	1.15359e-09	0.001840597	9.644396e+10	3.6255e+08	8.070083e+10	1.676944e-06	5.184358e-12	3.330655e-18	0.5	0.5	0.05817488	1	8.906118	7.209709e+26	2.301694e+28	0	0.366551	
24360	1775	3e+18	0	1.656496e-05	6.314112e+25	4.203388e+25	1.89985e+24	4.013403e+25	5.659268e+24	1.544797e+25	7.89264e+24	5.254235e+24	2.374812e+23	5.016754e+24	7.074085e+23	1.930996e+24	0.2446578	2.859674e+23	1.154578e-09	0.001843635	9.58266e+10	3.668562e+08	8.148035e+10	1.682337e-06	5.217758e-12	3.362893e-18	0.5	0.5	0.05836198	1	8.928108	7.209709e+26	2.301694e+28	0	0.3664882	
24420	1775	3e+18	0	1.656496e-05	6.329664e+25	4.210489e+25	1.905083e+24	4.019981e+25	5.689739e+24	1.550201e+25	7.91208e+24	5.263112e+24	2.381354e+23	5.024976e+24	7.112174e+23	1.937751e+24	0.2449104	2.857051e+23	1.155564e-09	0.001846667	9.521623e+10	3.711958e+08	8.226344e+10	1.687721e-06	5.251205e-12	3.395281e-18	0.5	0.5	0.05854874	1	8.950099	7.209709e+26	2.301694e+28	0	0.366426	
24480	1775	3e+18	0	1.656496e-05	6.345216e+25	4.217578e+25	1.910315e+24	4.026547e+25	5.720283e+24	1.555609e+25	7.93152e+24	5.271973e+24	2.387894e+23	5.033184e+24	7.150354e+23	1.944512e+24	0.2451625	2.854437e+23	1.156548e-09	0.001849694	9.461276e+10	3.755688e+08	8.305011e+10	1.693095e-06	5.2847e-12	3.427817e-18	0.5	0.5	0.05873516	1	8.972089	7.209709e+26	2.301694e+28	0	0.3663643	
24540	1775	3e+18	0	1.656496e-05	6.360768e+25	4.224655e+25	1.915545e+24	4.033101e+25	5.7509e+24	1.561023e+25	7.95096e+24	5.280819e+24	2.394431e+23	5.041376e+24	7.188625e+23	1.951279e+24	0.2454142	2.851834e+23	1.157529e-09	0.001852715	9.401605e+10	3.799754e+08	8.384035e+10	1.698459e-06	5.318241e-12	3.460503e-18	0.5	0.5	0.05892126	1	8.99408	7.209709e+26	2.301694e+28	0	0.3663031	
24600	1775	3e+18	0	1.656496e-05	6.37632e+25	4.23172e+25	1.920772e+24	4.039642e+25	5.781589e+24	1.566442e+25	7.9704e+24	5.289649e+24	2.400965e+23	5.049553e+24	7.226986e+23	1.958052e+24	0.2456654	2.84924e+23	1.158508e-09	0.00185573	9.342602e+10	3.844157e+08	8.463416e+10	1.703814e-06	5.351828e-12	3.493337e-18	0.5	0.5	0.05910703	1	9.01607	7.209709e+26	2.301694e+28	0	0.3662424	
24660	1775	3e+18	0	1.656496e-05	6.391872e+25	4.238772e+25	1.925998e+24	4.046172e+25	5.81235e+24	1.571865e+25	7.98984e+24	5.298465e+24	2.407497e+23	5.057715e+24	7.265438e+23	1.964831e+24	0.2459162	2.846656e+23	1.159485e-09	0.00185874	9.284254e+10	3.888897e+08	8.543153e+10	1.709159e-06	5.385462e-12	3.526319e-18	0.5	0.5	0.05929246	1	9.03806	7.209709e+26	2.301694e+28	0	0.3661823	
24720	1775	3e+18	0	1.656496e-05	6.407424e+25	4.245812e+25	1.931221e+24	4.05269e+25	5.843183e+24	1.577293e+25	8.00928e+24	5.307265e+24	2.414026e+23	5.065863e+24	7.303979e+23	1.971617e+24	0.2461666	2.844082e+23	1.160459e-09	0.001861745	9.226553e+10	3.933976e+08	8.623246e+10	1.714496e-06	5.419142e-12	3.559451e-18	0.5	0.5	0.05947758	1	9.060051	7.209709e+26	2.301694e+28	0	0.3661228	
24780	1775	3e+18	0	1.656496e-05	6.422976e+25	4.25284e+25	1.936442e+24	4.059196e+25	5.874088e+24	1.582727e+25	8.02872e+24	5.31605e+24	2.420552e+23	5.073995e+24	7.34261e+23	1.978409e+24	0.2464164	2.841517e+23	1.161431e-09	0.001864744	9.169488e+10	3.979395e+08	8.703695e+10	1.719822e-06	5.452867e-12	3.59273e-18	0.5	0.5	0.05966237	1	9.082041	7.209709e+26	2.301694e+28	0	0.3660637	
24840	1775	3e+18	0	1.656496e-05	6.438528e+25	4.259856e+25	1.941661e+24	4.06569e+25	5.905063e+24	1.588165e+25	8.04816e+24	5.32482e+24	2.427076e+23	5.082113e+24	7.381329e+23	1.985207e+24	0.2466659	2.838961e+23	1.162401e-09	0.001867738	9.113049e+10	4.025155e+08	8.7845e+10	1.72514e-06	5.486638e-12	3.626157e-18	0.5	0.5	0.05984683	1	9.104032	7.209709e+26	2.301694e+28	0	0.3660052	
24900	1775	3e+18	0	1.656496e-05	6.45408e+25	4.26686e+25	1.946877e+24	4.072173e+25	5.93611e+24	1.593609e+25	8.0676e+24	5.333575e+24	2.433596e+23	5.090216e+24	7.420138e+23	1.992011e+24	0.2469149	2.836416e+23	1.163368e-09	0.001870726	9.057226e+10	4.071256e+08	8.865659e+10	1.730448e-06	5.520454e-12	3.659733e-18	0.5	0.5	0.06003098	1	9.126022	7.209709e+26	2.301694e+28	0	0.3659472	
24960	1775	3e+18	0	1.656496e-05	6.469632e+25	4.273852e+25	1.952091e+24	4.078643e+25	5.967228e+24	1.599057e+25	8.08704e+24	5.342315e+24	2.440114e+23	5.098304e+24	7.459034e+23	1.998821e+24	0.2471635	2.83388e+23	1.164333e-09	0.001873708	9.00201e+10	4.117701e+08	8.947173e+10	1.735747e-06	5.554315e-12	3.693456e-18	0.5	0.5	0.0602148	1	9.148012	7.209709e+26	2.301694e+28	0	0.3658898	
25020	1775	3e+18	0	1.656496e-05	6.485184e+25	4.280832e+25	1.957303e+24	4.085102e+25	5.998415e+24	1.604511e+25	8.10648e+24	5.35104e+24	2.446629e+23	5.106377e+24	7.498019e+23	2.005638e+24	0.2474117	2.831353e+23	1.165296e-09	0.001876686	8.947392e+10	4.16449e+08	9.02904e+10	1.741036e-06	5.588221e-12	3.727327e-18	0.5	0.5	0.06039831	1	9.170003	7.209709e+26	2.301694e+28	0	0.3658329	
25080	1775	3e+18	0	1.656496e-05	6.500736e+25	4.2878e+25	1.962513e+24	4.091548e+25	6.029673e+24	1.609969e+25	8.12592e+24	5.35975e+24	2.453141e+23	5.114436e+24	7.537092e+23	2.012461e+24	0.2476595	2.828835e+23	1.166257e-09	0.001879657	8.893362e+10	4.211623e+08	9.111262e+10	1.746317e-06	5.622171e-12	3.761346e-18	0.5	0.5	0.0605815	1	9.191993	7.209709e+26	2.301694e+28	0	0.3657765	
25140	1775	3e+18	0	1.656496e-05	6.516288e+25	4.294756e+25	1.96772e+24	4.097984e+25	6.061001e+24	1.615432e+25	8.14536e+24	5.368445e+24	2.459651e+23	5.122479e+24	7.576251e+23	2.01929e+24	0.2479068	2.826327e+23	1.167215e-09	0.001882624	8.839912e+10	4.259103e+08	9.193837e+10	1.751589e-06	5.656165e-12	3.795512e-18	0.5	0.5	0.06076438	1	9.213984	7.209709e+26	2.301694e+28	0	0.3657206	
25200	1775	3e+18	0	1.656496e-05	6.53184e+25	4.301699e+25	1.972925e+24	4.104407e+25	6.092398e+24	1.620901e+25	8.1648e+24	5.377124e+24	2.466157e+23	5.130509e+24	7.615498e+23	2.026126e+24	0.2481538	2.823828e+23	1.168171e-09	0.001885585	8.787032e+10	4.30693e+08	9.276765e+10	1.756851e-06	5.690204e-12	3.829825e-18	0.5	0.5	0.06094694	1	9.235974	7.209709e+26	2.301694e+28	0	0.3656653	
25260	1775	3e+18	0	1.656496e-05	6.547392e+25	4.308631e+25	1.978128e+24	4.110819e+25	6.123865e+24	1.626374e+25	8.18424e+24	5.385789e+24	2.47266e+23	5.138523e+24	7.654831e+23	2.032968e+24	0.2484003	2.821338e+23	1.169125e-09	0.00188854	8.734714e+10	4.355105e+08	9.360046e+10	1.762105e-06	5.724286e-12	3.864285e-18	0.5	0.5	0.06112919	1	9.257964	7.209709e+26	2.301694e+28	0	0.3656105	
25320	1775	3e+18	0	1.656496e-05	6.562944e+25	4.315551e+25	1.983328e+24	4.117218e+25	6.155401e+24	1.631853e+25	8.20368e+24	5.394439e+24	2.479161e+23	5.146523e+24	7.694251e+23	2.039816e+24	0.2486464	2.818858e+23	1.170076e-09	0.00189149	8.68295e+10	4.403629e+08	9.443679e+10	1.76735e-06	5.758412e-12	3.898892e-18	0.5	0.5	0.06131114	1	9.279955	7.209709e+26	2.301694e+28	0	0.3655563	
25380	1775	3e+18	0	1.656496e-05	6.578496e+25	4.322459e+25	1.988526e+24	4.123607e+25	6.187005e+24	1.637336e+25	8.22312e+24	5.403074e+24	2.485658e+23	5.154508e+24	7.733756e+23	2.04667e+24	0.2488922	2.816387e+23	1.171025e-09	0.001894435	8.631731e+10	4.452503e+08	9.527664e+10	1.772585e-06	5.792581e-12	3.933647e-18	0.5	0.5	0.06149277	1	9.301945	7.209709e+26	2.301694e+28	0	0.3655026	
25440	1775	3e+18	0	1.656496e-05	6.594048e+25	4.329355e+25	1.993722e+24	4.129983e+25	6.218678e+24	1.642825e+25	8.24256e+24	5.411694e+24	2.492152e+23	5.162479e+24	7.773347e+23	2.053531e+24	0.2491375	2.813924e+23	1.171972e-09	0.001897375	8.58105e+10	4.501729e+08	9.612e+10	1.777812e-06	5.826793e-12	3.968547e-18	0.5	0.5	0.0616741	1	9.323936	7.209709e+26	2.301694e+28	0	0.3654494	
25500	1775	3e+18	0	1.656496e-05	6.6096e+25	4.33624e+25	1.998915e+24	4.136348e+25	6.250419e+24	1.648318e+25	8.262e+24	5.4203e+24	2.498644e+23	5.170435e+24	7.813024e+23	2.060398e+24	0.2493825	2.811471e+23	1.172917e-09	0.001900309	8.530897e+10	4.551307e+08	9.696688e+10	1.78303e-06	5.861048e-12	4.003595e-18	0.5	0.5	0.06185512	1	9.345926	7.209709e+26	2.301694e+28	0	0.3653968	
25560	1775	3e+18	0	1.656496e-05	6.625152e+25	4.343112e+25	2.004106e+24	4.142701e+25	6.282228e+24	1.653817e+25	8.28144e+24	5.42889e+24	2.505132e+23	5.178377e+24	7.852785e+23	2.067271e+24	0.249627	2.809027e+23	1.17386e-09	0.001903237	8.481267e+10	4.601238e+08	9.781727e+10	1.78824e-06	5.895346e-12	4.038789e-18	0.5	0.5	0.06203584	1	9.367917	7.209709e+26	2.301694e+28	0	0.3653447	
25620	1775	3e+18	0	1.656496e-05	6.640704e+25	4.349973e+25	2.009294e+24	4.149043e+25	6.314105e+24	1.659321e+25	8.30088e+24	5.437466e+24	2.511617e+23	5.186304e+24	7.892631e+23	2.074151e+24	0.2498712	2.806591e+23	1.1748e-09	0.001906161	8.432149e+10	4.651523e+08	9.867116e+10	1.79344e-06	5.929686e-12	4.074129e-18	0.5	0.5	0.06221626	1	9.389907	7.209709e+26	2.301694e+28	0	0.3652931	
25680	1775	3e+18	0	1.656496e-05	6.656256e+25	4.356821e+25	2.01448e+24	4.155373e+25	6.346049e+24	1.66483e+25	8.32032e+24	5.446027e+24	2.5181e+23	5.194217e+24	7.932561e+23	2.081037e+24	0.250115	2.804165e+23	1.175738e-09	0.001909078	8.383539e+10	4.702164e+08	9.952855e+10	1.798632e-06	5.964069e-12	4.109615e-18	0.5	0.5	0.06239637	1	9.411897	7.209709e+26	2.301694e+28	0	0.365242	
25740	1775	3e+18	0	1.656496e-05	6.671808e+25	4.363658e+25	2.019663e+24	4.161692e+25	6.378061e+24	1.670344e+25	8.33976e+24	5.454573e+24	2.524579e+23	5.202115e+24	7.972576e+23	2.08793e+24	0.2503585	2.801747e+23	1.176674e-09	0.001911991	8.335427e+10	4.753161e+08	1.003894e+11	1.803816e-06	5.998493e-12	4.145247e-18	0.5	0.5	0.06257619	1	9.433888	7.209709e+26	2.301694e+28	0	0.3651915	
25800	1775	3e+18	0	1.656496e-05	6.68736e+25	4.370483e+25	2.024844e+24	4.167999e+25	6.410139e+24	1.675863e+25	8.3592e+24	5.463104e+24	2.531055e+23	5.209999e+24	8.012674e+23	2.094828e+24	0.2506015	2.799338e+23	1.177608e-09	0.001914898	8.287806e+10	4.804515e+08	1.012538e+11	1.808991e-06	6.03296e-12	4.181026e-18	0.5	0.5	0.06275571	1	9.455878	7.209709e+26	2.301694e+28	0	0.3651416	
25860	1775	3e+18	0	1.656496e-05	6.702912e+25	4.377297e+25	2.030022e+24	4.174295e+25	6.442284e+24	1.681387e+25	8.37864e+24	5.471621e+24	2.537527e+23	5.217868e+24	8.052855e+23	2.101734e+24	0.2508442	2.796938e+23	1.178539e-09	0.001917801	8.24067e+10	4.856228e+08	1.021217e+11	1.814157e-06	6.067468e-12	4.216949e-18	0.5	0.5	0.06293493	1	9.477869	7.209709e+26	2.301694e+28	0	0.3650921	
25920	1775	3e+18	0	1.656496e-05	6.718464e+25	4.384098e+25	2.035198e+24	4.180579e+25	6.474495e+24	1.686916e+25	8.39808e+24	5.480123e+24	2.543997e+23	5.225723e+24	8.093119e+23	2.108645e+24	0.2510866	2.794547e+23	1.179468e-09	0.001920697	8.194012e+10	4.908299e+08	1.029931e+11	1.819315e-06	6.102017e-12	4.253019e-18	0.5	0.5	0.06311386	1	9.499859	7.209709e+26	2.301694e+28	0	0.3650432	
25980	1775	3e+18	0	1.656496e-05	6.734016e+25	4.390888e+25	2.040371e+24	4.186851e+25	6.506773e+24	1.69245e+25	8.41752e+24	5.48861e+24	2.550463e+23	5.233564e+24	8.133466e+23	2.115563e+24	0.2513285	2.792164e+23	1.180396e-09	0.001923589	8.147824e+10	4.960731e+08	1.038679e+11	1.824464e-06	6.136608e-12	4.289234e-18	0.5	0.5	0.06329249	1	9.521849	7.209709e+26	2.301694e+28	0	0.3649949	
26040	1775	3e+18	0	1.656496e-05	6.749568e+25	4.397666e+25	2.045541e+24	4.193112e+25	6.539117e+24	1.69799e+25	8.43696e+24	5.497083e+24	2.556926e+23	5.24139e+24	8.173896e+23	2.122487e+24	0.2515702	2.78979e+23	1.181321e-09	0.001926475	8.102101e+10	5.013525e+08	1.047462e+11	1.829605e-06	6.171239e-12	4.325594e-18	0.5	0.5	0.06347083	1	9.54384	7.209709e+26	2.301694e+28	0	0.364947	
26100	1775	3e+18	0	1.656496e-05	6.76512e+25	4.404433e+25	2.050709e+24	4.199362e+25	6.571526e+24	1.703534e+25	8.4564e+24	5.505541e+24	2.563386e+23	5.249203e+24	8.214407e+23	2.129418e+24	0.2518114	2.787424e+23	1.182243e-09	0.001929356	8.056834e+10	5.06668e+08	1.05628e+11	1.834737e-06	6.205912e-12	4.3621e-18	0.5	0.5	0.06364889	1	9.56583	7.209709e+26	2.301694e+28	0	0.3648997	
26160	1775	3e+18	0	1.656496e-05	6.780672e+25	4.411188e+25	2.055874e+24	4.2056e+25	6.604001e+24	1.709084e+25	8.47584e+24	5.513985e+24	2.569843e+23	5.257e+24	8.255001e+23	2.136355e+24	0.2520523	2.785067e+23	1.183164e-09	0.001932231	8.012019e+10	5.120199e+08	1.065133e+11	1.839861e-06	6.240625e-12	4.39875e-18	0.5	0.5	0.06382665	1	9.587821	7.209709e+26	2.301694e+28	0	0.364853	
26220	1775	3e+18	0	1.656496e-05	6.796224e+25	4.417931e+25	2.061037e+24	4.211827e+25	6.636541e+24	1.714639e+25	8.49528e+24	5.522414e+24	2.576296e+23	5.264784e+24	8.295676e+23	2.143299e+24	0.2522929	2.782719e+23	1.184083e-09	0.001935102	7.967647e+10	5.174083e+08	1.074021e+11	1.844977e-06	6.275378e-12	4.435546e-18	0.5	0.5	0.06400413	1	9.609811	7.209709e+26	2.301694e+28	0	0.3648068	
