Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	U235 (at/m3)	U238 (at/m3)	Intergranular vented fraction (/)	Intergranular venting probability (/)	
3420	1775	3e+18	0	1.656496e-05	8.86464e+24	7.980776e+24	1.717105e+23	7.809066e+24	5.126072e+23	3.712565e+23	1.10808e+24	9.97597e+23	2.146381e+22	9.761332e+23	6.40759e+22	4.640706e+22	0.0418806	5.703139e+23	5.288943e-10	0.0003534348	2.989539e+13	106512.9	2384532	5.319923e-08	5.217572e-15	1.063383e-22	0.1559813	0.5	0.0005757379	1	1.253454	7.209709e+26	2.301694e+28	0	0.4139389	
3480	1775	3e+18	0	1.656496e-05	9.02016e+24	8.111948e+24	1.753767e+23	7.936571e+24	5.268813e+23	3.81331e+23	1.12752e+24	1.013993e+24	2.192209e+22	9.920714e+23	6.586016e+22	4.766637e+22	0.04227541	5.674432e+23	5.327065e-10	0.0003593146	2.96372e+13	110432.6	2516006	5.413352e-08	5.402444e-15	1.120399e-22	0.1601133	0.5	0.0006013685	1	1.275444	7.209709e+26	2.301694e+28	0	0.4137604	
3540	1775	3e+18	0	1.656496e-05	9.17568e+24	8.242855e+24	1.790599e+23	8.063795e+24	5.413149e+23	3.915105e+23	1.14696e+24	1.030357e+24	2.238248e+22	1.007974e+24	6.766436e+22	4.893882e+22	0.04266828	5.646232e+23	5.364803e-10	0.0003651815	2.937761e+13	114460.4	2653495	5.507632e-08	5.592263e-15	1.179963e-22	0.1642873	0.5	0.0006277921	1	1.297434	7.209709e+26	2.301694e+28	0	0.413582	
3600	1775	3e+18	0	1.656496e-05	9.3312e+24	8.373498e+24	1.827597e+23	8.190739e+24	5.559071e+23	4.017944e+23	1.1664e+24	1.046687e+24	2.284496e+22	1.023842e+24	6.948839e+22	5.02243e+22	0.04305924	5.618521e+23	5.40217e-10	0.0003710354	2.911668e+13	118599.3	2797254	5.602787e-08	5.787167e-15	1.242185e-22	0.1685031	0.5	0.0006550266	1	1.319425	7.209709e+26	2.301694e+28	0	0.4134036	
3660	1775	3e+18	0	1.656496e-05	9.48672e+24	8.503881e+24	1.864761e+23	8.317405e+24	5.706573e+23	4.12182e+23	1.18584e+24	1.062985e+24	2.330951e+22	1.039676e+24	7.133217e+22	5.152275e+22	0.04344831	5.591284e+23	5.439173e-10	0.0003768764	2.885447e+13	122852.5	2947553	5.698843e-08	5.987302e-15	1.307176e-22	0.1727604	0.5	0.0006830898	1	1.341415	7.209709e+26	2.301694e+28	0	0.4132252	
3720	1775	3e+18	0	1.656496e-05	9.64224e+24	8.634003e+24	1.902089e+23	8.443794e+24	5.855648e+23	4.226725e+23	1.20528e+24	1.07925e+24	2.377611e+22	1.055474e+24	7.31956e+22	5.283407e+22	0.04383551	5.564507e+23	5.475824e-10	0.0003827046	2.859103e+13	127223.3	3104674	5.795825e-08	6.192817e-15	1.375054e-22	0.177059	0.5	0.0007120004	1	1.363406	7.209709e+26	2.301694e+28	0	0.4130469	
3780	1775	3e+18	0	1.656496e-05	9.79776e+24	8.763866e+24	1.93958e+23	8.569908e+24	6.006288e+23	4.332655e+23	1.22472e+24	1.095483e+24	2.424474e+22	1.071238e+24	7.50786e+22	5.415818e+22	0.04422087	5.538174e+23	5.512129e-10	0.0003885201	2.832644e+13	131715.2	3268909	5.893758e-08	6.403868e-15	1.445942e-22	0.1813988	0.5	0.0007417773	1	1.385396	7.209709e+26	2.301694e+28	0	0.4128685	
3840	1775	3e+18	0	1.656496e-05	9.95328e+24	8.893471e+24	1.977231e+23	8.695748e+24	6.158487e+23	4.439602e+23	1.24416e+24	1.111684e+24	2.471539e+22	1.086969e+24	7.698108e+22	5.549502e+22	0.04460441	5.512274e+23	5.548099e-10	0.0003943229	2.806074e+13	136331.6	3440569	5.992669e-08	6.620616e-15	1.519969e-22	0.1857794	0.5	0.00077244	1	1.407387	7.209709e+26	2.301694e+28	0	0.4126903	
3900	1775	3e+18	0	1.656496e-05	1.01088e+25	9.02282e+24	2.015042e+23	8.821316e+24	6.312237e+23	4.54756e+23	1.2636e+24	1.127853e+24	2.518803e+22	1.102665e+24	7.890297e+22	5.68445e+22	0.04498615	5.486791e+23	5.583741e-10	0.0004001131	2.7794e+13	141076.2	3619975	6.092585e-08	6.843228e-15	1.597271e-22	0.1902007	0.5	0.0008040085	1	1.429377	7.209709e+26	2.301694e+28	0	0.412512	
3960	1775	3e+18	0	1.656496e-05	1.026432e+25	9.151914e+24	2.053011e+23	8.946613e+24	6.467534e+23	4.656523e+23	1.28304e+24	1.143989e+24	2.566264e+22	1.118327e+24	8.084418e+22	5.820654e+22	0.04536611	5.461715e+23	5.619062e-10	0.0004058908	2.752629e+13	145952.9	3807467	6.193533e-08	7.071877e-15	1.677989e-22	0.1946625	0.5	0.0008365033	1	1.451367	7.209709e+26	2.301694e+28	0	0.4123338	
4020	1775	3e+18	0	1.656496e-05	1.041984e+25	9.280754e+24	2.091137e+23	9.071641e+24	6.62437e+23	4.766486e+23	1.30248e+24	1.160094e+24	2.613922e+22	1.133955e+24	8.280463e+22	5.958107e+22	0.04574433	5.437034e+23	5.654071e-10	0.000411656	2.725764e+13	150965.6	4003398	6.29554e-08	7.306742e-15	1.762272e-22	0.1991646	0.5	0.0008699453	1	1.473358	7.209709e+26	2.301694e+28	0	0.4121556	
4080	1775	3e+18	0	1.656496e-05	1.057536e+25	9.409342e+24	2.129419e+23	9.1964e+24	6.78274e+23	4.877442e+23	1.32192e+24	1.176168e+24	2.661773e+22	1.14955e+24	8.478425e+22	6.096802e+22	0.04612081	5.412736e+23	5.688775e-10	0.0004174089	2.698813e+13	156118.4	4208139	6.398635e-08	7.54801e-15	1.850273e-22	0.2037067	0.5	0.0009043563	1	1.495348	7.209709e+26	2.301694e+28	0	0.4119774	
4140	1775	3e+18	0	1.656496e-05	1.073088e+25	9.537678e+24	2.167854e+23	9.320892e+24	6.942636e+23	4.989385e+23	1.34136e+24	1.19221e+24	2.709817e+22	1.165112e+24	8.678295e+22	6.236732e+22	0.04649558	5.38881e+23	5.72318e-10	0.0004231494	2.671782e+13	161415.5	4422081	6.502847e-08	7.795874e-15	1.942158e-22	0.2082887	0.5	0.0009397584	1	1.517339	7.209709e+26	2.301694e+28	0	0.4117993	
4200	1775	3e+18	0	1.656496e-05	1.08864e+25	9.665763e+24	2.206442e+23	9.445119e+24	7.104054e+23	5.102311e+23	1.3608e+24	1.20822e+24	2.758052e+22	1.18064e+24	8.880068e+22	6.377889e+22	0.04686867	5.365247e+23	5.757293e-10	0.0004288776	2.644675e+13	166861.3	4645631	6.608204e-08	8.050535e-15	2.038094e-22	0.2129105	0.5	0.0009761743	1	1.539329	7.209709e+26	2.301694e+28	0	0.4116213	
4260	1775	3e+18	0	1.656496e-05	1.104192e+25	9.7936e+24	2.245181e+23	9.569082e+24	7.266988e+23	5.216213e+23	1.38024e+24	1.2242e+24	2.806476e+22	1.196135e+24	9.083735e+22	6.520267e+22	0.04724009	5.342036e+23	5.791121e-10	0.0004345936	2.617499e+13	172460.5	4879217	6.714738e-08	8.312199e-15	2.138263e-22	0.2175717	0.5	0.001013628	1	1.561319	7.209709e+26	2.301694e+28	0	0.4114432	
4320	1775	3e+18	0	1.656496e-05	1.119744e+25	9.921188e+24	2.284069e+23	9.692781e+24	7.431432e+23	5.331087e+23	1.39968e+24	1.240149e+24	2.855087e+22	1.211598e+24	9.28929e+22	6.663858e+22	0.04760987	5.319167e+23	5.82467e-10	0.0004402974	2.590259e+13	178217.7	5123288	6.822478e-08	8.581083e-15	2.24285e-22	0.2222723	0.5	0.001052142	1	1.58331	7.209709e+26	2.301694e+28	0	0.4112653	
4380	1775	3e+18	0	1.656496e-05	1.135296e+25	1.004853e+25	2.323107e+23	9.816219e+24	7.59738e+23	5.446926e+23	1.41912e+24	1.256066e+24	2.903884e+22	1.227027e+24	9.496725e+22	6.808657e+22	0.04797802	5.296632e+23	5.857945e-10	0.0004459891	2.562962e+13	184138	5378315	6.931456e-08	8.85741e-15	2.352054e-22	0.227012	0.5	0.001091743	1	1.6053	7.209709e+26	2.301694e+28	0	0.4110874	
4440	1775	3e+18	0	1.656496e-05	1.150848e+25	1.017562e+25	2.362292e+23	9.939396e+24	7.764827e+23	5.563726e+23	1.43856e+24	1.271953e+24	2.952864e+22	1.242424e+24	9.706034e+22	6.954657e+22	0.04834457	5.274422e+23	5.890953e-10	0.0004516688	2.535612e+13	190226.4	5644793	7.041704e-08	9.141412e-15	2.46608e-22	0.2317907	0.5	0.001132454	1	1.627291	7.209709e+26	2.301694e+28	0	0.4109095	
4500	1775	3e+18	0	1.656496e-05	1.1664e+25	1.030248e+25	2.401622e+23	1.006231e+25	7.933768e+23	5.681481e+23	1.458e+24	1.287809e+24	3.002028e+22	1.257789e+24	9.91721e+22	7.101851e+22	0.04870954	5.252528e+23	5.923698e-10	0.0004573364	2.508215e+13	196488.2	5923239	7.153254e-08	9.43333e-15	2.585144e-22	0.2366082	0.5	0.001174304	1	1.649281	7.209709e+26	2.301694e+28	0	0.4107317	
4560	1775	3e+18	0	1.656496e-05	1.181952e+25	1.042908e+25	2.441098e+23	1.018497e+25	8.104197e+23	5.800186e+23	1.47744e+24	1.303635e+24	3.051372e+22	1.273121e+24	1.013025e+23	7.250233e+22	0.04907294	5.230942e+23	5.956188e-10	0.0004629922	2.480777e+13	202928.9	6214199	7.266139e-08	9.733415e-15	2.709475e-22	0.2414644	0.5	0.001217317	1	1.671271	7.209709e+26	2.301694e+28	0	0.4105539	
4620	1775	3e+18	0	1.656496e-05	1.197504e+25	1.055545e+25	2.480717e+23	1.030737e+25	8.27611e+23	5.919837e+23	1.49688e+24	1.319431e+24	3.100896e+22	1.288422e+24	1.034514e+23	7.399796e+22	0.0494348	5.209657e+23	5.988425e-10	0.000468636	2.453304e+13	209554.3	6518244	7.380395e-08	1.004193e-14	2.83931e-22	0.246359	0.5	0.001261522	1	1.693262	7.209709e+26	2.301694e+28	0	0.4103762	
4680	1775	3e+18	0	1.656496e-05	1.213056e+25	1.068157e+25	2.520478e+23	1.042952e+25	8.449502e+23	6.040428e+23	1.51632e+24	1.335196e+24	3.150598e+22	1.30369e+24	1.056188e+23	7.550535e+22	0.04979513	5.188665e+23	6.020416e-10	0.000474268	2.4258e+13	216370.4	6835974	7.496056e-08	1.035913e-14	2.9749e-22	0.2512919	0.5	0.001306948	1	1.715252	7.209709e+26	2.301694e+28	0	0.4101986	
4740	1775	3e+18	0	1.656496e-05	1.228608e+25	1.080745e+25	2.560381e+23	1.055141e+25	8.624366e+23	6.161955e+23	1.53576e+24	1.350931e+24	3.200476e+22	1.318926e+24	1.078046e+23	7.702444e+22	0.05015396	5.167959e+23	6.052166e-10	0.0004798883	2.398272e+13	223383.2	7168021	7.613157e-08	1.068532e-14	3.116508e-22	0.2562629	0.5	0.001353622	1	1.737243	7.209709e+26	2.301694e+28	0	0.410021	
4800	1775	3e+18	0	1.656496e-05	1.24416e+25	1.093309e+25	2.600423e+23	1.067305e+25	8.8007e+23	6.284413e+23	1.5552e+24	1.366636e+24	3.250529e+22	1.334131e+24	1.100087e+23	7.855516e+22	0.05051129	5.147531e+23	6.083678e-10	0.0004854967	2.370724e+13	230599.3	7515048	7.731736e-08	1.102077e-14	3.264412e-22	0.2612719	0.5	0.001401576	1	1.759233	7.209709e+26	2.301694e+28	0	0.4098435	
4860	1775	3e+18	0	1.656496e-05	1.259712e+25	1.105849e+25	2.640605e+23	1.079443e+25	8.978497e+23	6.407796e+23	1.57464e+24	1.382311e+24	3.300756e+22	1.349304e+24	1.122312e+23	8.009746e+22	0.05086715	5.127376e+23	6.114958e-10	0.0004910935	2.343162e+13	238025.3	7877751	7.851829e-08	1.136579e-14	3.4189e-22	0.2663187	0.5	0.00145084	1	1.781224	7.209709e+26	2.301694e+28	0	0.4096661	
4920	1775	3e+18	0	1.656496e-05	1.275264e+25	1.118365e+25	2.680923e+23	1.091556e+25	9.157754e+23	6.532102e+23	1.59408e+24	1.397957e+24	3.351154e+22	1.364445e+24	1.144719e+23	8.165127e+22	0.05122156	5.107486e+23	6.14601e-10	0.0004966787	2.315591e+13	245668.2	8256863	7.973475e-08	1.172069e-14	3.580279e-22	0.2714032	0.5	0.001501445	1	1.803214	7.209709e+26	2.301694e+28	0	0.4094887	
4980	1775	3e+18	0	1.656496e-05	1.290816e+25	1.130858e+25	2.721379e+23	1.103644e+25	9.338466e+23	6.657324e+23	1.61352e+24	1.413573e+24	3.401723e+22	1.379555e+24	1.167308e+23	8.321655e+22	0.05157454	5.087856e+23	6.176838e-10	0.0005022523	2.288017e+13	253535.1	8653155	8.096715e-08	1.20858e-14	3.74887e-22	0.2765252	0.5	0.001553425	1	1.825204	7.209709e+26	2.301694e+28	0	0.4093114	
5040	1775	3e+18	0	1.656496e-05	1.306368e+25	1.143327e+25	2.761969e+23	1.115707e+25	9.520627e+23	6.783458e+23	1.63296e+24	1.429159e+24	3.452461e+22	1.394634e+24	1.190078e+23	8.479323e+22	0.05192609	5.068478e+23	6.207446e-10	0.0005078143	2.260444e+13	261633.5	9067436	8.221587e-08	1.246146e-14	3.925011e-22	0.2816845	0.5	0.001606814	1	1.847195	7.209709e+26	2.301694e+28	0	0.4091342	
5100	1775	3e+18	0	1.656496e-05	1.32192e+25	1.155773e+25	2.802694e+23	1.127746e+25	9.704235e+23	6.910501e+23	1.6524e+24	1.444716e+24	3.503367e+22	1.409682e+24	1.213029e+23	8.638126e+22	0.05227624	5.049349e+23	6.237837e-10	0.0005133649	2.232879e+13	269971.4	9500561	8.348133e-08	1.284803e-14	4.109056e-22	0.286881	0.5	0.001661644	1	1.869185	7.209709e+26	2.301694e+28	0	0.408957	
5160	1775	3e+18	0	1.656496e-05	1.337472e+25	1.168195e+25	2.843552e+23	1.139759e+25	9.889284e+23	7.038447e+23	1.67184e+24	1.460243e+24	3.554439e+22	1.424699e+24	1.236161e+23	8.798059e+22	0.05262501	5.030461e+23	6.268017e-10	0.000518904	2.205326e+13	278556.7	9953425	8.476397e-08	1.324587e-14	4.301379e-22	0.2921146	0.5	0.001717954	1	1.891176	7.209709e+26	2.301694e+28	0	0.4087799	
5220	1775	3e+18	0	1.656496e-05	1.353024e+25	1.180593e+25	2.884541e+23	1.151748e+25	1.007577e+24	7.167293e+23	1.69128e+24	1.475742e+24	3.605677e+22	1.439685e+24	1.259471e+23	8.959116e+22	0.0529724	5.01181e+23	6.297989e-10	0.0005244317	2.177791e+13	287398	1.042697e+07	8.606421e-08	1.365535e-14	4.502374e-22	0.297385	0.5	0.001775778	1	1.913166	7.209709e+26	2.301694e+28	0	0.4086029	
5280	1775	3e+18	0	1.656496e-05	1.368576e+25	1.192969e+25	2.925662e+23	1.163712e+25	1.026369e+24	7.297033e+23	1.71072e+24	1.491211e+24	3.657077e+22	1.45464e+24	1.282961e+23	9.121292e+22	0.05331844	4.993391e+23	6.327756e-10	0.000529948	2.150278e+13	296504	1.09222e+07	8.73825e-08	1.407689e-14	4.712456e-22	0.3026923	0.5	0.001835155	1	1.935156	7.209709e+26	2.301694e+28	0	0.408426	
5340	1775	3e+18	0	1.656496e-05	1.384128e+25	1.205321e+25	2.966912e+23	1.175652e+25	1.045304e+24	7.427665e+23	1.73016e+24	1.506651e+24	3.70864e+22	1.469565e+24	1.30663e+23	9.284581e+22	0.05366314	4.975197e+23	6.357321e-10	0.0005354531	2.122793e+13	305883.9	1.144016e+07	8.87193e-08	1.451089e-14	4.932059e-22	0.3080361	0.5	0.001896124	1	1.957147	7.209709e+26	2.301694e+28	0	0.4082492	
5400	1775	3e+18	0	1.656496e-05	1.39968e+25	1.21765e+25	3.008291e+23	1.187567e+25	1.064381e+24	7.559183e+23	1.7496e+24	1.522063e+24	3.760364e+22	1.484459e+24	1.330476e+23	9.448979e+22	0.05400651	4.957225e+23	6.386689e-10	0.0005409468	2.09534e+13	315547.2	1.198195e+07	9.007509e-08	1.495778e-14	5.161644e-22	0.3134164	0.5	0.001958725	1	1.979137	7.209709e+26	2.301694e+28	0	0.4080725	
5460	1775	3e+18	0	1.656496e-05	1.415232e+25	1.229956e+25	3.049798e+23	1.199458e+25	1.083601e+24	7.691584e+23	1.76904e+24	1.537445e+24	3.812247e+22	1.499323e+24	1.354501e+23	9.61448e+22	0.05434857	4.939469e+23	6.415863e-10	0.0005464293	2.067925e+13	325503.9	1.254873e+07	9.145035e-08	1.541802e-14	5.401695e-22	0.3188331	0.5	0.002022999	1	2.001128	7.209709e+26	2.301694e+28	0	0.4078958	
5520	1775	3e+18	0	1.656496e-05	1.430784e+25	1.242239e+25	3.091431e+23	1.211325e+25	1.102962e+24	7.824863e+23	1.78848e+24	1.552799e+24	3.864289e+22	1.514156e+24	1.378702e+23	9.781079e+22	0.05468934	4.921925e+23	6.444844e-10	0.0005519007	2.040552e+13	335764.2	1.314174e+07	9.284558e-08	1.589206e-14	5.652722e-22	0.3242859	0.5	0.002088989	1	2.023118	7.209709e+26	2.301694e+28	0	0.4077193	
5580	1775	3e+18	0	1.656496e-05	1.446336e+25	1.254499e+25	3.13319e+23	1.223168e+25	1.122464e+24	7.959017e+23	1.80792e+24	1.568124e+24	3.916488e+22	1.528959e+24	1.40308e+23	9.948772e+22	0.05502883	4.904589e+23	6.473638e-10	0.0005573609	2.013227e+13	346338.9	1.376226e+07	9.426129e-08	1.63804e-14	5.915263e-22	0.3297748	0.5	0.00215674	1	2.045109	7.209709e+26	2.301694e+28	0	0.4075428	
5640	1775	3e+18	0	1.656496e-05	1.461888e+25	1.266737e+25	3.175074e+23	1.234986e+25	1.142107e+24	8.094042e+23	1.82736e+24	1.583421e+24	3.968842e+22	1.543733e+24	1.427634e+23	1.011755e+23	0.05536705	4.887455e+23	6.502247e-10	0.00056281	1.985955e+13	357239.3	1.441166e+07	9.569801e-08	1.688354e-14	6.189886e-22	0.3352996	0.5	0.002226296	1	2.067099	7.209709e+26	2.301694e+28	0	0.4073664	
5700	1775	3e+18	0	1.656496e-05	1.47744e+25	1.278952e+25	3.217081e+23	1.246781e+25	1.161891e+24	8.229934e+23	1.8468e+24	1.598689e+24	4.021351e+22	1.558476e+24	1.452364e+23	1.028742e+23	0.05570401	4.870521e+23	6.530673e-10	0.000568248	1.958739e+13	368477.1	1.509138e+07	9.715628e-08	1.740202e-14	6.477188e-22	0.3408601	0.5	0.002297704	1	2.089089	7.209709e+26	2.301694e+28	0	0.4071901	
5760	1775	3e+18	0	1.656496e-05	1.492992e+25	1.291144e+25	3.259211e+23	1.258551e+25	1.181815e+24	8.366688e+23	1.86624e+24	1.61393e+24	4.074013e+22	1.573189e+24	1.477269e+23	1.045836e+23	0.05603974	4.853782e+23	6.55892e-10	0.000573675	1.931586e+13	380064.4	1.580295e+07	9.863665e-08	1.793637e-14	6.777802e-22	0.3464564	0.5	0.002371012	1	2.11108	7.209709e+26	2.301694e+28	0	0.407014	
5820	1775	3e+18	0	1.656496e-05	1.508544e+25	1.303313e+25	3.301462e+23	1.270298e+25	1.201879e+24	8.504302e+23	1.88568e+24	1.629141e+24	4.126827e+22	1.587873e+24	1.502349e+23	1.063038e+23	0.05637424	4.837233e+23	6.586991e-10	0.000579091	1.9045e+13	392014	1.654795e+07	1.001397e-07	1.848717e-14	7.092395e-22	0.3520881	0.5	0.002446271	1	2.13307	7.209709e+26	2.301694e+28	0	0.4068379	
5880	1775	3e+18	0	1.656496e-05	1.524096e+25	1.31546e+25	3.343833e+23	1.282022e+25	1.222082e+24	8.642771e+23	1.90512e+24	1.644325e+24	4.179792e+22	1.602527e+24	1.527603e+23	1.080346e+23	0.05670752	4.820872e+23	6.614888e-10	0.0005844961	1.877485e+13	404339.1	1.73281e+07	1.01666e-07	1.905503e-14	7.42167e-22	0.3577552	0.5	0.002523532	1	2.155061	7.209709e+26	2.301694e+28	0	0.4066619	
5940	1775	3e+18	0	1.656496e-05	1.539648e+25	1.327585e+25	3.386325e+23	1.293721e+25	1.242425e+24	8.782092e+23	1.92456e+24	1.659481e+24	4.232906e+22	1.617152e+24	1.553031e+23	1.097761e+23	0.05703961	4.804694e+23	6.642613e-10	0.0005898903	1.850546e+13	417053.6	1.814517e+07	1.032162e-07	1.964056e-14	7.766371e-22	0.3634576	0.5	0.002602848	1	2.177051	7.209709e+26	2.301694e+28	0	0.406486	
6000	1775	3e+18	0	1.656496e-05	1.5552e+25	1.339687e+25	3.428935e+23	1.305397e+25	1.262906e+24	8.92226e+23	1.944e+24	1.674609e+24	4.286169e+22	1.631747e+24	1.578632e+23	1.115283e+23	0.0573705	4.788696e+23	6.67017e-10	0.0005952736	1.823688e+13	430172	1.900106e+07	1.04791e-07	2.024443e-14	8.127283e-22	0.3691951	0.5	0.002684273	1	2.199041	7.209709e+26	2.301694e+28	0	0.4063103	
6060	1775	3e+18	0	1.656496e-05	1.570752e+25	1.351767e+25	3.471662e+23	1.31705e+25	1.283525e+24	9.063273e+23	1.96344e+24	1.689708e+24	4.339578e+22	1.646313e+24	1.604406e+23	1.132909e+23	0.05770022	4.772875e+23	6.697561e-10	0.000600646	1.796915e+13	443709.3	1.989778e+07	1.063908e-07	2.08673e-14	8.505238e-22	0.3749676	0.5	0.002767864	1	2.221032	7.209709e+26	2.301694e+28	0	0.4061346	
6120	1775	3e+18	0	1.656496e-05	1.586304e+25	1.363824e+25	3.514507e+23	1.328679e+25	1.304283e+24	9.205127e+23	1.98288e+24	1.704781e+24	4.393134e+22	1.660849e+24	1.630353e+23	1.150641e+23	0.05802877	4.757226e+23	6.724788e-10	0.0006060077	1.770232e+13	457681.3	2.083743e+07	1.080165e-07	2.150989e-14	8.901114e-22	0.3807749	0.5	0.002853681	1	2.243022	7.209709e+26	2.301694e+28	0	0.4059591	
6180	1775	3e+18	0	1.656496e-05	1.601856e+25	1.37586e+25	3.557467e+23	1.340285e+25	1.325178e+24	9.347818e+23	2.00232e+24	1.719825e+24	4.446834e+22	1.675357e+24	1.656472e+23	1.168477e+23	0.05835617	4.741747e+23	6.751853e-10	0.0006113586	1.743644e+13	472104.4	2.182226e+07	1.096687e-07	2.217293e-14	9.315839e-22	0.386617	0.5	0.002941782	1	2.265013	7.209709e+26	2.301694e+28	0	0.4057836	
6240	1775	3e+18	0	1.656496e-05	1.617408e+25	1.387874e+25	3.600542e+23	1.351868e+25	1.34621e+24	9.491343e+23	2.02176e+24	1.734842e+24	4.500677e+22	1.689835e+24	1.682763e+23	1.186418e+23	0.05868243	4.726435e+23	6.77876e-10	0.0006166988	1.717154e+13	486995.9	2.285462e+07	1.113481e-07	2.285722e-14	9.750395e-22	0.3924937	0.5	0.003032232	1	2.287003	7.209709e+26	2.301694e+28	0	0.4056083	
6300	1775	3e+18	0	1.656496e-05	1.63296e+25	1.399865e+25	3.643731e+23	1.363428e+25	1.36738e+24	9.635698e+23	2.0412e+24	1.749831e+24	4.554664e+22	1.704285e+24	1.709225e+23	1.204462e+23	0.05900755	4.711286e+23	6.80551e-10	0.0006220283	1.690768e+13	502373.6	2.393704e+07	1.130554e-07	2.356354e-14	1.020582e-21	0.3984049	0.5	0.003125093	1	2.308994	7.209709e+26	2.301694e+28	0	0.4054331	
6360	1775	3e+18	0	1.656496e-05	1.648512e+25	1.411835e+25	3.687033e+23	1.374964e+25	1.388686e+24	9.780879e+23	2.06064e+24	1.764793e+24	4.608791e+22	1.718705e+24	1.735858e+23	1.22261e+23	0.05933156	4.696297e+23	6.832106e-10	0.0006273472	1.66449e+13	518256.5	2.507216e+07	1.147914e-07	2.429276e-14	1.068322e-21	0.4043504	0.5	0.003220433	1	2.330984	7.209709e+26	2.301694e+28	0	0.4052581	
6420	1775	3e+18	0	1.656496e-05	1.664064e+25	1.423782e+25	3.730447e+23	1.386478e+25	1.410129e+24	9.926884e+23	2.08008e+24	1.779728e+24	4.663058e+22	1.733097e+24	1.762661e+23	1.240861e+23	0.05965446	4.681466e+23	6.858549e-10	0.0006326554	1.638323e+13	534664.1	2.626279e+07	1.165569e-07	2.504574e-14	1.118377e-21	0.4103302	0.5	0.003318321	1	2.352974	7.209709e+26	2.301694e+28	0	0.4050831	
6480	1775	3e+18	0	1.656496e-05	1.679616e+25	1.435708e+25	3.773972e+23	1.397968e+25	1.431708e+24	1.007371e+24	2.09952e+24	1.794635e+24	4.717465e+22	1.74746e+24	1.789635e+23	1.259214e+23	0.05997627	4.666789e+23	6.884842e-10	0.0006379531	1.612273e+13	551616.9	2.751191e+07	1.183527e-07	2.582342e-14	1.170868e-21	0.4163441	0.5	0.003418829	1	2.374965	7.209709e+26	2.301694e+28	0	0.4049083	
6540	1775	3e+18	0	1.656496e-05	1.695168e+25	1.447612e+25	3.817607e+23	1.409436e+25	1.453422e+24	1.022135e+24	2.11896e+24	1.809515e+24	4.772009e+22	1.761795e+24	1.816778e+23	1.277669e+23	0.06029698	4.652264e+23	6.910987e-10	0.0006432402	1.586343e+13	569136.5	2.882268e+07	1.201795e-07	2.662677e-14	1.225928e-21	0.422392	0.5	0.003522029	1	2.396955	7.209709e+26	2.301694e+28	0	0.4047336	
6600	1775	3e+18	0	1.656496e-05	1.71072e+25	1.459495e+25	3.861352e+23	1.420881e+25	1.475272e+24	1.036981e+24	2.1384e+24	1.824368e+24	4.82669e+22	1.776101e+24	1.844091e+23	1.296226e+23	0.06061662	4.637888e+23	6.936986e-10	0.0006485168	1.560538e+13	587245.4	3.019846e+07	1.220383e-07	2.745679e-14	1.283695e-21	0.4284737	0.5	0.003627998	1	2.418946	7.209709e+26	2.301694e+28	0	0.404559	
6660	1775	3e+18	0	1.656496e-05	1.726272e+25	1.471356e+25	3.905205e+23	1.432303e+25	1.497258e+24	1.051907e+24	2.15784e+24	1.839194e+24	4.881507e+22	1.790379e+24	1.871572e+23	1.314884e+23	0.06093519	4.623658e+23	6.96284e-10	0.0006537829	1.534862e+13	605967.1	3.164279e+07	1.239299e-07	2.831455e-14	1.344317e-21	0.4345892	0.5	0.003736816	1	2.440936	7.209709e+26	2.301694e+28	0	0.4043846	
6720	1775	3e+18	0	1.656496e-05	1.741824e+25	1.483195e+25	3.949166e+23	1.443703e+25	1.519378e+24	1.066914e+24	2.17728e+24	1.853993e+24	4.936458e+22	1.804629e+24	1.899222e+23	1.333643e+23	0.06125271	4.609572e+23	6.988552e-10	0.0006590386	1.509318e+13	625326.3	3.315945e+07	1.258552e-07	2.920115e-14	1.40795e-21	0.4407383	0.5	0.003848564	1	2.462926	7.209709e+26	2.301694e+28	0	0.4042103	
6780	1775	3e+18	0	1.656496e-05	1.757376e+25	1.495013e+25	3.993234e+23	1.45508e+25	1.541632e+24	1.082002e+24	2.19672e+24	1.868766e+24	4.991543e+22	1.81885e+24	1.92704e+23	1.352502e+23	0.06156918	4.595628e+23	7.014124e-10	0.0006642839	1.483912e+13	645348.8	3.475243e+07	1.278152e-07	3.011776e-14	1.474759e-21	0.4469208	0.5	0.003963327	1	2.484917	7.209709e+26	2.301694e+28	0	0.4040361	
